Category,Activity_name,Price,Age_range,Activity_description,Available_dates 
Turlar və Səyahət,Qayadırmanma Təlimi,15,9+,"Sizi Bibiheybət və ya digər şəhərə yaxın ərazilərdə saat 9:00- dan 16:00-a dək alpinizm üzrə keçirilən təlim və məşqə dəvət edirik. Əgər sizdə bir ildən sonra ""antik yunan atletinin"" formalarına malik olmaq istəyirsizsə onda qayadırmanma idman növü ilə mütəmadi olaraq məşğul olun.
Qiymət:
Ekspress Bilet: 105azn (tək və ya maksimum 7 nəfər iştirak edə bilər)
Standart Bilet: 15AZN (minimum 7 nəfər üçün nəzərdə tutlub və bir iştirakçı üçün ödəniş - 15 AZN təşkil edir (Standart bilet aldıqda, 7 nəfərlik qrup tamamlanmasını gözləməlisiniz, və ya Ekpress Bilet alaraq gözləmədən fəaliyyətə qoşula bilərsiniz).
Qiymətə daxildir: 

Peşakar təlimçi tərəfindən təlim
Qayayadırmanma ləvazimatları (sığorta kəməri, kaska, dırmanma ayaqqabısı)
Çay, kofe

Proqram:

08:45 də Bibiheybət məscidinin qarşısında görüş;
Dırmanma nöqtəsinə doğru hərəkət ,10 dəqiqə piyada;
Qısa təlim;
Enmək;
Dırmanmaq;
Çay fasiləsı ;
Alpinizm haqqında söhbət 

Yaş: 9+
Qeyd:

Hava şəraiti ilə əlaqədar turun tarixi dəyişdirilə bilər. Yalnız bu halda ödənişlər geri qaytarılır. 
Məsləhətdir ki, iştirakçılar özləri ilə yüngül qəlyanaltı götürsünlər (su, buterbrot sendviç və s.).
Üstünüzdə siğorta kəməri olur və siz ipə bağlı olursuz. İstifadə olunan ləvazimatlar sertifikatlıdır.
Təlimçi və köməkçilər isə təhlükəsizliyə daim nəzarət edir. 

Dırmanma insanın tarazlığını və çəkisini dəstəkləmək üçün əl və ayaqların davamlı istifadə olunduğu ekstermal idman növüdür. Bu idman növü ilə məşğul olmaq üçün, tarazlıq (balans), koordinasiya, elasitlik, fiziki güc, zehin, və s. lazımdır ki, dırmanma ilə məşğul olmaqla bütün bunları inkişaf etdirə bilərsiniz. Dırmanma ekstremal idman növü sayılsa da, yenə də əsas idman növlərinin fiziki xüsusiyyətlərinin hamısını tələb edir. Ancaq fərqli çətinliklər, həyəcan və adrenalin tələsikliyi onu bu qədər populyar edən amillərdir.Təhlükəsizlik səbəbi ilə iştirakçılar, ixtisaslı bir məşqçidən təlim almamış, doğru dırmaşma texnikasını yaxşı başa düşməmiş və tapşırıq üçün lazım olan xüsusi dırmaşma avadanlığından istifadə etmədikləri təqdirdə dırmaşmaya başlaya bilməzlər.
Sizə xoş istirahətlər arzu edirik.Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Şən. - Şən., 08:45-16:00 (29 Apr. - 29 Apr.)', 'Şən. - Şən., 08:45-16:00 (29 Apr. - 29 Apr.)']"
İncəsənət və Sənətkarlıq,"Azərxalça ""Showroom"" | Ekskursiya və ilmə atma",25,7+,"Xalçaçılıq Haqqında
Hər kəsin ecazkar incəsənət nümunəsi olan xalçaçılıq sənətində özünü sınaya bilməsi üçün xalçaçılıq və xalça toxuma sənəti üzrə masterklass təklif edirik. Biz sizə və uşaqlarınıza Azərbaycan xalçası və xalça toxuculuğunun tarixi haqqında ətraflı öyrənmək üçün şərait yaradır və öz əllərinizlə ilk xalçanızı toxumaq üçün fürsət veririk.
Proqram
Hissə 1 - Ekskursiya: İştirakçılar əvvəlcə İçərişəhərdə yerləşən Azərxalça ""Showroom"" - sərgi salonuna ekskursiya edirlər. Ekskursiya zamanı toxuculuğunun tarixi, naxışların və toxumanın növləri haqqında Azərxalçanın peşəkar əməkdaşlarından məlumat əldə edirlər və müxtəlif növ xalçaların sərgisinə tamaşa edirlər. Bir sözlə, onlar xalça toxuculuğunu ən peşəkar mütəxəssislərdən öyrənirlər.
Hissə 2 - İlmə atma: Ekskursiyadan sonra iştirakçılar xalçaların toxunması prosesinə tamaşa edirlər və emalatxanada bütün iştirakçılar ilmə atma təcrübəsi yaşayırlar. 
Proqrama nə daxildir

Azərxalça ""Showroom"" - sərgi salonuna ekskursiya
Azərxalçanın peşəkar əməkdaşları tərəfindən bələdçilik və məlumatlandırıcı sessiya
Xalçaçılıq haqqında video çarxlara baxış
Xalçaların toxunması prosesinin izlənməsi
Emalatxanada bütün iştirakçılar üçün ilmə atma təcrübəsi

Dil: Sessiya paralel olaraq Azərbaycan, Rus və İngilis dillərində aparıla bilir.Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Ünvan: İçərişəhər.","['Baz.E. - Baz, 10:00-19:00 (28 Apr. - 31 Dek.)']"
Digər,VR OYUN / Fruit Ninja,10,6+,"Fruit Ninja VR.
İştirakçı sayı: Tək Müddət: 10, 30 və ya 60  dəqiqəYaş: + 6Tarix: Bazar ertəsi xaric hər günÜnvan: Nizami küçəsi (Tarqovy, dəqiq konum göndəriləcək)Ləğv qaydası: Qeydiyyatınızı sessiyanın başlamasına 96 saat əvvələ qədər ləğv etmək imkanınız var.
Qiymət: 
Həftə içi 15 dəqiqə - 10azn ; Həftəsonu 15 dəqiqə 15aznHəftə içi 30 dəqiqə - 20azn ; Həftəsonu 30 dəqiqə 25aznHəftə içi 60 dəqiqə - 30azn ; Həftəsonu 30 dəqiqə 40azn
Biletlər tripsome.az-da onlayn satılır. Əldə etməyə tələsin.Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 12:00-22:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)']"
Turlar və Səyahət,Meşə Mənzərəli Luks Kotteclər / İsmayıllı,100,7+,"Əgər şəhərin səs-küyündən uzaq olmaq, təbiətlə baş-başa qalmaq istəyirsinizsə bura tam sizə görədir.
Kompleks 1 və 2 mərtəbəli kotteclərdən ibarətdir.
Kotteclərdə 1 yataq, 1 qonaq otağı var. ( Yataq otağında 2 nəfərlik çarpayı, qonaq otağında 1 açılan divan və 1 çarpayı yerləşdirilib.)
Qİymət: 

Həftəiçi (I-V günlər)

Luks otaq 2 nəfər-100 azn
Luks otaq 3 nəfər-120 azn
Luks otaq 4 nəfər-150 azn


Həftəsonu (VI-VII günlər)

Luks 2 nəfər-120 azn
Luks 3 nəfər-140 azn
Luks 4 nefer 200 azn



Check-in (Giriş) vaxtı: 13:30 / Check out (Çıxış) vaxtı: 11:30.
Yuxarıdakı qiymətlər bayram günlərinə şamil olunmur.
Ödənişə daxildir: 

Səhər yeməyi
Qonaqlar üçün avto-dayanacaq
Otaqdaxili xidmətlər: Wifi, smart TV, Kondisioner, qarderob, Duş, şampun, sabun, tərlik, fen və s.

Qeyd:

6 yaşadək uşaqlara ödəniş tələb olunmur.
Hər bir otağda 4 nəfər böyük gecələyə bilər.
Əlavə çarpayı 6 /12 yaş 20azn/ 12+ 30azn-dir.
İstirahət kompleksinə daxil olarkən spirtli içki və əlavə qida gətirilməsinə icazə verilmir.

Rezervasiyalar tripsome.az saytı vasitəsilə əvvəldən olunmalıdır.
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm., 13:30-11:30 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 13:30-11:30 (29 Apr. - 31 Dek.)', 'Baz.E. - Cüm., 13:30-11:30 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 13:30-11:30 (29 Apr. - 31 Dek.)', 'Baz.E. - Cüm., 13:30-11:30 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 13:30-11:30 (29 Apr. - 31 Dek.)']"
Turlar və Səyahət,Meşə Mənzərəli Standart Kotteclər / İsmayıllı,65,7+,"Əgər şəhərin səs-küyündən uzaq olmaq, təbiətlə baş-başa qalmaq istəyirsinizsə bura tam sizə görədir.
Kompleks 1 və 2 mərtəbəli kotteclərdən ibarətdir.
Kotteclərdə 1 yataq, 1 qonaq otağı var.( Yataq otağında 2 nəfərlik çarpayı, qonaq otağında 1 açılan divan və 1 çarpayı yerləşdirilib. )
Qİymət:

Həftəiçi (I-V günlər) 

Standart otaq 2 nəfər-65 azn 
Standart otaq 3 nəfər-75 azn 
Standart otaq 4 nəfər-90 azn 


Həftəsonu (VI-VII günlər) 

Standart 2 nəfər-100 azn 
Standart 3 nəfər-120 azn 
Standart 4 nefer 130 azn 



Check-in (Giriş) vaxtı: 13:30 / Check out (Çıxış) vaxtı: 11:30.
Yuxarıdakı qiymətlər bayram günlərinə şamil olunmur.
Ödənişə daxildir:

Səhər yeməyi 
Qonaqlar üçün avto-dayanacaq
Otaqdaxili xidmətlər:

Wifi, smart TV,
Kondisioner, qarderob,
Duş, şampun, sabun, tərlik, fen və s.



Qeyd:

6 yaşadək uşaqlara ödəniş tələb olunmur.
Hər bir otağda 4 nəfər böyük gecələyə bilər.
Əlavə çarpayı  6 /12 yaş 20azn/ 12+ 30azn-dir.
İstirahət kompleksinə daxil olarkən spirtli içki və əlavə qida gətirilməsinə icazə verilmir.

Rezervasiyalar tripsome.az saytı vasitəsilə əvvəldən olunmalıdır.
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm., 13:30-11:30 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 13:30-11:30 (29 Apr. - 31 Dek.)', 'Şən. - Baz, 13:30-11:30 (29 Apr. - 31 Dek.)', 'Şən. - Baz, 13:30-11:30 (29 Apr. - 31 Dek.)', 'Baz.E. - Cüm., 13:30-11:30 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 13:30-11:30 (29 Apr. - 31 Dek.)']"
"Tamaşa, Teatr, Şoular",Formula 1 Həyəcanı Yaşa,1500,7+,"Bakı Qran Prisinin həyəcanının yaşamanın ən yaxşı yolu trasın ən maraqlı hissəsinə baxan binada yerləşən şəxsi mənzilin eyvanından yarışı seyr etməkdir. Bu təcrübə sizə avtomobillərin sürətini və pilotların həyəcanını ən yaxından hiss etmək fürsətini bəxş edəcək.
Biletə daxildir:
Mənzilə giriş icazəsiBalkondan yarışın izlənməsi (yarışı tam izləyə bilməyiniz üçün zal və balkonda xüsusi monitorlar)Püstə, pendir boşqabı, hisə verilmiş kolbasa, 3 növ cips, suxari, tum, pivə adambaşı 2 ədəd, alkoqolsuz içkilər, meyvə şirəsi, çay süfrəsi və müxtəlif şirniyyatlar, meyvə boşqabı və qəlyan. 
Qiymət: 1500azn 
Qeyd: Eyni anda yarışı izləyə biləcək tamaşaçı sayı 10 nəfər.  Eyni zonadan rəsmi oturacaqlarda əlavə xidmət olmadan yalnız oyunu izləmək üçün bilet 300azn təşkil edir.
Mənzil yalnız gündüz yarış zamanı istifadə üçün verilir. Giriş xüsusi biletlə təmin edilir və icazəsiz heç bir şəxsin giriş əldə etməsi mümkün deyil. Biletləri tripsome.az saytından online şəkildə əldə edə bilərsiniz.
Bilətləri sessiyanın başlamasından 14 gün əvvələ qədər ləğv etmək imkanınız var.Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Cüm. - Baz, 12:00-18:00 (28 Apr. - 30 Apr.)']"
Digər,"VR OYUN / ""JOB SİMULATOR""",10,6+,"Robotların bütün insan işlərini əvəz etdiyi bir dünyada ""İş Simulyatoru""na daxil olun ki, ""iş"" -in necə olduğunu öyrənəsiniz.
İştirakçı sayı: Tək Müddət: 10, 30 və ya 60  dəqiqəYaş: + 6Tarix: Bazar ertəsi xaric hər günÜnvan: Nizami küçəsi (Tarqovy, dəqiq konum göndəriləcək)
Qiymət: 

Həftə içi 15 dəqiqə - 10azn ; Həftəsonu 15 dəqiqə 15azn
Həftə içi 30 dəqiqə - 20azn ; Həftəsonu 30 dəqiqə 25azn
Həftə içi 60 dəqiqə - 30azn ; Həftəsonu 30 dəqiqə 40azn

Biletlər yalnız tripsome.az-da onlayn satılır. Əldə etməyə tələsin.Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Baz.E. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Baz.E. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)']"
Digər,Köhnə Şəhər Sakinləri / Kvest oyunu,9,10+,"Bakı şəhərinin ən xarakterik xüsusiyyətlərindən biri də tarixi və müasirliyi eyni anda özündə birləşdirməsidir.
Şəhərin mərkəzində ən müasir görünüşə sahib küçələrin, binaların altında belə özünəməxsus tarix yatmaqdadır. Paytaxtın ən məşhur alış-veriş nöqtəsi olan Nizami küçəsi (Tarqovı) gecə-gündüz yanan işıqları, müasir restoran və kafeləri, bahalı markaların mağazaları ilə həm şəhər sakinlərinin, həm də turistlərin ən çox zaman keçirdikləri yerlərdən biridir. Heç düşünmüsünüzmü, bu qədər müasir quruluşa malik məkanda tarixin izləri mövcud ola bilər?
Bəs bu məkanın köhnə sakinləri kimlər olub? Ətrafdakı insanlar müasirliyin bəxş etdiyi rahatlıqdan zövq alarkən, ərazinin tarixi izlərinin axtraışına çıxmaq olduqca həyəcanvericidir!
Bu kvest oyunumuz ərzində siz hər gün yüzlərlə ziyarətçinin diqqət etmədən yanından keçdiyi Tarqovının sirlərini kəşf edə, onun köhnə sakinləri ilə tanış ola, növbəti gəlişinizdə onlardan dostlarınıza qürurla bəhs edə bilərsiniz!
Qiymət:

Standart bilet: 9azn
Qrup bileti: 30azn (maksimum 6 nəfər)

Qeyd: 6 nəfərdən çox olsanız, əlavə bilet almaq lazımdır.
Qiymətə nə daxildir?

Kvest Oyunu
Xüsusi proqram təminatı
Oyun müddətində dəstək (İstənilən çətinlik yarandıqda bələdçimiz ilə əlaqə saxlayırsınız və sizə dəstək göstərilir.)
Sərbəst foto və video çəkiliş

Müddət: Oyun təqribi 2 saat davam edir. Kvest 24 saat ərzində aktiv olaraq qalır,fasilə ilə oynaya bilərsiniz.Yaş: 10+ Dil: Azərbaycan, Rus və İngilis (iştirakçının seçiminə uyğun).Başlanğıc nöqtəsi: Azneft meydanıLəğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Nizami küçəsini birdə kvestlə kəşf edin!","['Baz.E. - Baz, 10:00-23:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 10:00-23:00 (28 Apr. - 31 Dek.)']"
"Tamaşa, Teatr, Şoular",VR OYUN /FANCY SKIING,10,6+,"Fancy Skiing HashVR Studio tərəfindən hazırlanmış virtual reallıq oyunudur. Oyunun strukturu oyunçuların güc əldə etmək üçün eynilə xizək tutacaqlarını istifadə etdikləri kimi sağa sola əyilərək oyunçulara real xizək sürmək hissini ötürməkdir.
İştirakçı sayı: Tək Müddət: 10, 30 və ya 60  dəqiqəYaş: + 6Tarix: Bazar ertəsi xaric hər günÜnvan: Nizami küçəsi (Tarqovy, dəqiq konum göndəriləcək)Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir
Qiymət: 
Həftə içi 15 dəqiqə - 10azn ; Həftəsonu 15 dəqiqə 15aznHəftə içi 30 dəqiqə - 20azn ; Həftəsonu 30 dəqiqə 25aznHəftə içi 60 dəqiqə - 30azn ; Həftəsonu 30 dəqiqə 40azn
Biletlər tripsome.az-da onlayn satılır. Əldə etməyə tələsin.","['Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 15:00-21:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)']"
Digər,"""Zirvə Yürüşü"" Kvest Oyunu",9,10+,"Bu dəfəki səfərimiz Bakının ən hündür nöqtəsinədir! 
Paytaxtda edə biləcəyiniz ən zövqlü fəaliyyətlərdən biri də gözoxşayan şəhər mənzərəsinə tamaşa etməkdir. Bunun üçün ən əlverişli üsul təbii ki, ən hündür məntəqələri seçməkdir. Səs küylü şəhər həyatından uzaqlaşıb, ona uzaqdan tamaşa etmək istəyənlərin nəzərinə! Bizim kvest, şəhərimizin ən hündür nöqtəsində yerləşən Dağüstü parka gedən yolu sizə daha da maraqlı etmək üçündür! Şəhərin ən hündür məntəqəsinə qalxmaqla yanaşı, həm də yol boyu ölkəmizin səsini yüksəklərə qaldıran, hər zaman hörmət və qürurla bəhs etdiyimiz hadisələri də xatırlayacaq, bu unikal parkın heç diqqət etmədiyiniz detallarının axtarışından zövq alacaqsınız. Oxuyacağınız ilk sualın cavabına yaxın olmaq üçün sizə təklif edəcəyimiz başlanğıc nöqtəsi isə, İçərişəhər metrosundan aşağıda, Filarmoniya bağında yeeləşən Four Seasons hotelinin qarşısıdır.Qiymət:
Standart bilet: 9aznQrup bileti: 30azn (maksimum 6 nəfər)
Qiymətə nə daxildir?

Kvest Oyunu
Xüsusi proqram təminatı
Oyun müddətində dəstək (İstənilən çətinlik yarandıqda bələdçimiz ilə əlaqə saxlayırsınız və sizə dəstək göstərilir.)
Sərbəst foto və video çəkiliş 

Müddət: Oyun təqribi 2 saat davam edir. Kvest 24 saat ərzində aktiv olaraq qalır,fasilə ilə oynaya bilərsiniz.
Yaş: 10+ 
Dil: Azərbaycan, Rus və İngilis (iştirakçının seçiminə uyğun).
Başlanğıc nöqtəsi: Azneft meydanı
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir
Zirvəyə doğru addımlayacağınız yolda hamınıza uğurlar arzu edirik!","['Baz.E. - Baz, 10:00-21:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 10:00-22:00 (28 Apr. - 31 Dek.)']"
Digər,VR OYUN / Spiderman Far From Home,10,10+,"Hörümçək adam kimi Nyu York səmasında süzmək vaxtıdır!
Bu virtual reallıq oyununda Manhettendəki ən hündür qüllələrə dırmanma və  oradan uçmaq şansınız olacaq. Sadəcə olaraq dörd Hörümçək adam kostyumundan birini seçin və buludlara çatın ancaq diqqətli olun, gözlərinizi və qulaqlarınızı açıq saxlayın, əsrarəngiz düşmən sizi gözləyir.
Oyun tipi: First Person (tək süni intellektə qarşı)Müddət: 10, 30 və ya 60  dəqiqəYaş: + 10Tarix: Bazar ertəsi xaric hər günQeyd: Lazımı avadanlıqlar veriləcəkÜnvan: Nizami küçəsi (Tarqovy, dəqiq konum göndəriləcək)Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir
Qiymət: 
Həftə içi 15 dəqiqə - 10azn ; Həftəsonu 15 dəqiqə 15aznHəftə içi 30 dəqiqə - 20azn ; Həftəsonu 30 dəqiqə 25aznHəftə içi 60 dəqiqə - 30azn ; Həftəsonu 30 dəqiqə 40azn
Bu həyəcan dolu oyunda Nyu Yorka sonuncu hücüm edənləri tapmalı və onlara qarşı mübarizə aparmalı olacaqsınız.
Biletlər yalnız tripsome.az-da onlayn satılır. Əldə etməyə tələsin.","['Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Şən. - Baz, 15:00-21:00 (29 Apr. - 31 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)']"
Turlar və Səyahət,Kənddə Ev -Family House/Baki,185,0+,"Günlük Kirayə Ev
Günlük istirahət, müxtəlif konsept və çəkilişlər üçün Bakıda günlük kirayə müasir kənd evi.

1 yataq və 1 qonaq  otağı 
Mətbəx
1 Hamam otağı 
Mətbəx əşyaları
1 sot həyət sahəsi
Həyətdə təndir və barbekü var
Evdə odun peçi və kombi sistemidir.

Qiymət: 

1 gün – 185 Azn 
Fotosessiya -185 Azn ( Fotograf daxildir)

Giriş – 12:00
Çıxış – 10:00 
Vacib Qeyd:

Qalmaq üçün yalnız ailələrə verilir.
Fotosessiya üçün istifadə etmək mümkündür.

Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir","['Baz.E. - Baz, 12:00-10:00 (28 Apr. - 31 Dek.)']"
"Tamaşa, Teatr, Şoular",VR OYUN / Dream Coaster VR Remastered,10,6+,"Bu oyun bir sıra ekoloji mövzular ilə təchiz edilmişdir. Oyun boyu müxtəlif yüksəkliklərdə sürətli hərəkət vaxtınızı rəngli və həyəcanlı keçirmənizə səbəb olacaq
Adın sizi aldatmasına imkan verməyin - bu roller coaster, şübhəsiz ki, sizi çox oyaq saxlayacaq!
İştirakçı sayı: Tək Müddət: 10, 30 və ya 60  dəqiqəYaş: + 6Tarix: Bazar ertəsi xaric hər günÜnvan: Nizami küçəsi (Tarqovy, dəqiq konum göndəriləcək)Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Qiymət: 
Həftə içi 15 dəqiqə - 10azn ; Həftəsonu 15 dəqiqə 15aznHəftə içi 30 dəqiqə - 20azn ; Həftəsonu 30 dəqiqə 25aznHəftə içi 60 dəqiqə - 30azn ; Həftəsonu 30 dəqiqə 40azn
Biletlər yalnız tripsome.az-da onlayn satılır. Əldə etməyə tələsin.","['Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)']"
Digər,VR OYUN / PAVLOV,10,6+,"Pavlov bir neçə iştirakçı ilə (multiplayer) oynanılan ən populyar shooter (döyüş atıcılığı) Virtual Reallıq oyunudur. Oyunu birlikdə süni intellektə qarşı və ya bir-birinizə qarşı oynaya bilərsiniz.
İştirakçı sayı: maksimim 5Oyun tipi: birlikdə süni intelləktə və ya bir-birinizə qarşıMüddət: 10, 30 və ya 60  dəqiqəYaş: + 18Tarix: Bazar ertəsi xaric hər günÜnvan: Nizami küçəsi (Tarqovy, dəqiq konum göndəriləcək)Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Qiymət: 
Həftə içi 15 dəqiqə - 10azn ; Həftəsonu 15 dəqiqə 15aznHəftə içi 30 dəqiqə - 20azn ; Həftəsonu 30 dəqiqə 25aznHəftə içi 60 dəqiqə - 30azn ; Həftəsonu 30 dəqiqə 40azn
Biletlər yalnız tripsome.az-da onlayn satılır. Əldə etməyə tələsin.","['Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)', 'Çərş.A. - Cüm., 15:00-21:00 (28 Apr. - 29 Dek.)', 'Şən. - Baz, 12:00-22:00 (29 Apr. - 31 Dek.)']"
